;;; https://www.volleyball.nrw/fileadmin/user_upload/%C3%9Cbersicht_wvv_ligen_2016.pdf
;;; über https://www.volleyball.nrw/spielwesen/phoenixaufsteiger/ergebnisdienst/
;;;Staffeln 2016
301;2016;Regionalliga West Männer;
364;2016;Relegation Regionalliga West Männer;
302;2016;Oberliga 1 Männer;
359;2016;Relegation Oberliga 1 Männer;
317;2016;Oberliga 2 Männer;
360;2016;Relegation Oberliga 2 Männer;
342;2016;Verbandsliga 1 Männer;
338;2016;Verbandsliga 2 Männer;
341;2016;Verbandsliga 3 Männer;
329;2016;Verbandsliga 4 Männer;
398;2016;Landesliga 1 Männer;
399;2016;Landesliga 2 Männer;
400;2016;Landesliga 3 Männer;
368;2016;Landesliga 4 Männer;
455;2016;Landesliga 5 Männer;
458;2016;Landesliga 6 Männer;
445;2016;Landesliga 7 Männer;
373;2016;Landesliga 8 Männer;
401;2016;Bezirksliga 1 Männer;
374;2016;Bezirksliga 2 Männer;
402;2016;Bezirksliga 3 Männer;
404;2016;Bezirksliga 4 Männer;
388;2016;Bezirksliga 5 Männer;
405;2016;Bezirksliga 6 Männer;
376;2016;Bezirksliga 7 Männer;
377;2016;Bezirksliga 8 Männer;
476;2016;Bezirksliga 9 Männer;
483;2016;Bezirksliga 10 Männer;
379;2016;Bezirksliga 11 Männer;
477;2016;Bezirksliga 12 Männer;
59040;2016;Bezirksliga 13 Männer;
479;2016;Bezirksliga 14 Männer;
378;2016;Bezirksliga 15 Männer;
382;2016;Bezirksliga 16 Männer;
57313;2016;NRW-Liga MU20;
331;2016;BFS-Rheinland Mixed Oberliga;
59871;2016;BFS-Rheinland Mixed Verbandsliga 1;
57316;2016;Oberliga 1 MU20;
59917;2016;BFS-Rheinland Mixed Verbandsliga 2;
57317;2016;Oberliga 2 MU20;
57318;2016;Oberliga 3 MU20;
61486;2016;Oberliga 4 MU20;
57320;2016;Oberliga 5 MU20;
59918;2016;BFS-Rheinland Mixed Landesliga 1;
59920;2016;BFS-Rheinland Mixed Landesliga 2;
59864;2016;BFS-Rheinland Mixed Landesliga 3;
59919;2016;BFS-Rheinland Mixed Landesliga 4;
59888;2016;BFS-Rheinland Mixed Bezirksliga 1;
59947;2016;BFS-Rheinland Mixed Bezirksliga 2;
59889;2016;BFS-Rheinland Mixed Bezirksliga 3;
59921;2016;BFS-Rheinland Mixed Bezirksliga 4;
59878;2016;BFS-Rheinland Mixed Bezirksklasse 1;
59945;2016;BFS-Rheinland Mixed Bezirksklasse 2;
59890;2016;BFS-Rheinland Mixed Bezirksklasse 3;
59946;2016;BFS-Rheinland Mixed Bezirksklasse 4;
60135;2016;BFS-Ruhr Mixed Neuss-Grevenbroich Kreisliga;
60199;2016;BFS-Westf.Süd Mixed Unna Kreisliga;
59894;2016;BFS-Rheinland Mixed Kreisliga Bonn;
59951;2016;BFS-Rheinland Mixed Kreisliga Euskirchen;
59948;2016;BFS-Rheinland Mixed Kreisliga Köln;
59891;2016;BFS-Rheinland Mixed Kreisliga Leverkusen-Rheinberg;
59955;2016;BFS-Rheinland Mixed Kreisliga Oberberg;
59950;2016;BFS-Rheinland Mixed Kreisliga Rhein-Erft;
59952;2016;BFS-Rheinland Mixed Kreisliga Rhein-Sieg;
60124;2016;BFS-Ruhr Mixed Kleve Kreisliga 1;
60132;2016;BFS-Ruhr Mixed Mettmann Kreisliga 1;
60136;2016;BFS-Ruhr Mixed Oberhausen-Mühlheim Kreisliga 1;
60138;2016;BFS-Westf.Nord Mixed Coesfeld Kreisliga 1;
60140;2016;BFS-Westf.Ost Mixed Gütersloh-Bielefeld Kreisliga 1;
349;2016;BFS-Westf.Ost Mixed Höxter Kreisliga;
60188;2016;BFS-Westf.Ost Mixed Lippe Kreisliga 1;
60191;2016;BFS-Westf.Ost Mixed Minden-Ravensberg Kreisliga 1;
60194;2016;BFS-Westf.Ost Mixed Minden-Ravensberg Kreisliga Herford;
60195;2016;BFS-Westf.Süd Mixed Soest Kreisliga 1;
60125;2016;BFS-Ruhr Mixed Kleve Kreisliga 2;
60133;2016;BFS-Ruhr Mixed Mettmann Kreisliga 2;
61893;2016;BFS-Ruhr Mixed Oberhausen-Mühlheim Kreisliga 2;
60139;2016;BFS-Westf.Nord Mixed Coesfeld Kreisliga 2;
60141;2016;BFS-Westf.Ost Mixed Gütersloh-Bielefeld Kreisliga 2;
60189;2016;BFS-Westf.Ost Mixed Lippe Kreisliga 2;
60192;2016;BFS-Westf.Ost Mixed Minden-Ravensberg Kreisliga 2;
60196;2016;BFS-Westf.Süd Mixed Soest Kreisliga 2;
61119;2016;BFS-Ruhr Mixed Kleve Kreisliga 3;
60126;2016;BFS-Ruhr Mixed Kleve Kreisliga 3;
60134;2016;BFS-Ruhr Mixed Mettmann Kreisliga 3;
60137;2016;BFS-Ruhr Mixed Oberhausen-Mühlheim Kreisliga 3;
60193;2016;BFS-Westf.Ost Mixed Minden-Ravensberg Kreisliga 3;
60197;2016;BFS-Westf.Süd Mixed Soest Kreisliga 3;
60130;2016;BFS-Ruhr Mixed Kleve Kreisliga 4;
60198;2016;BFS-Westf.Süd Mixed Soest Kreisliga 4;
60131;2016;BFS-Ruhr Mixed Kleve Kreisliga 5;
61124;2016;BFS-Westf.Nord Mixed Münster Stadtliga 5 A;
60204;2016;BFS-Westf.Ost Mixed Gütersloh Bielefeld Kreisklasse BI;
60205;2016;BFS-Westf.Süd Mixed Unna Kreisklasse;
60038;2016;BFS-Rheinland Mixed Kreisklasse 1 Köln;
59914;2016;BFS-Rheinland Mixed Kreisklasse Bonn;
59954;2016;BFS-Rheinland Mixed Kreisklasse Rhein-Erft;
59953;2016;BFS-Rheinland Mixed Kreisklasse Rhein-Sieg;
59949;2016;BFS-Rheinland Mixed Kreisklasse 2 Köln;
61107;2016;BFS-Ruhr Mixed Duisburg Stadtliga;
61108;2016;BFS-Westf.Nord Mixed Münster Stadtliga 1;
61109;2016;BFS-Westf.Nord Mixed Münster Stadtliga 2;
61110;2016;BFS-Westf.Nord Mixed Münster Stadtliga 3;
61111;2016;BFS-Westf.Nord Mixed Münster Stadtliga 4;
61113;2016;BFS-Westf.Nord Mixed Münster Stadtliga 5 B;
61243;2016;BFS-Ruhr Mixed Duisburg Stadtklasse;
57314;2016;NRW-Liga MU18;
57321;2016;Oberliga 1 MU18;
57322;2016;Oberliga 2 MU18;
57326;2016;Oberliga 3 MU18;
57327;2016;Oberliga 4 MU18;
61518;2016;Oberliga 5 MU18;
58020;2016;Oberliga 6 MU18;
57315;2016;NRW-Liga MU16;
57329;2016;Oberliga 1 MU16;
57330;2016;Oberliga 2 MU16;
57337;2016;Oberliga 3 MU16;
61520;2016;Oberliga 4 MU16;
57340;2016;Oberliga 5 MU16;
59915;2016;BFS-Rheinland Männer Landesliga;
59892;2016;BFS-Rheinland Männer Bezirksliga 1;
59943;2016;BFS-Rheinland Männer Bezirksliga 2;
59893;2016;BFS-Rheinland Männer Bezirksklasse 1;
59895;2016;BFS-Rheinland Männer Bezirksklasse 2;
59941;2016;BFS-Rheinland Männer Bezirksklasse 3;
59942;2016;BFS-Rheinland Männer Bezirksklasse 4;
60100;2016;BFS-Ruhr Männer Kleve Kreisliga 1;
61880;2016;BFS-Ruhr Männer Neuss/Grevenbroich Kreisliga;
61116;2016;BFS-Westf.Ost Männer Höxter Kreisliga;
60118;2016;BFS-Westf.Ost Männer Minden-Ravensberg Kreisliga;
60119;2016;BFS-Westf.Süd Männer Unna Kreisliga;
60111;2016;BFS-Ruhr Männer Kleve Kreisliga 2;
61106;2016;BFS-Ruhr Männer Duisburg Stadtliga;
61242;2016;BFS-Ruhr Männer Duisburg Stadtklasse;
59956;2016;BFS-Rheinland Frauen Landesliga;
59957;2016;BFS-Rheinland Frauen Bezirksliga;
60080;2016;BFS-Ruhr Frauen Kleve Kreisliga 1;
60203;2016;BFS-Westf.Ost Frauen Höxter Kreisliga;
60109;2016;BFS-Ruhr Frauen Kleve Kreisliga 2;
61105;2016;BFS-Ruhr Frauen Duisburg Stadtliga;
311;2016;Regionalliga West Frauen;
363;2016;Relegation Regionalliga West Frauen;
313;2016;Oberliga 1 Frauen;
361;2016;Relegation Oberliga 1 Frauen;
307;2016;Oberliga 2 Frauen;
362;2016;Relegation Oberliga 2 Frauen;
339;2016;Verbandsliga 1 Frauen;
337;2016;Verbandsliga 2 Frauen;
340;2016;Verbandsliga 3 Frauen;
328;2016;Verbandsliga 4 Frauen;
345;2016;Landesliga 1 Frauen;
409;2016;Landesliga 2 Frauen;
58215;2016;Landesliga 3 Frauen;
381;2016;Landesliga 4 Frauen;
446;2016;Landesliga 5 Frauen;
447;2016;Landesliga 6 Frauen;
431;2016;Landesliga 7 Frauen;
372;2016;Landesliga 8 Frauen;
410;2016;Bezirksliga 1 Frauen;
412;2016;Bezirksliga 2 Frauen;
413;2016;Bezirksliga 3 Frauen;
389;2016;Bezirksliga 5 Frauen;
394;2016;Bezirksliga 6 Frauen;
395;2016;Bezirksliga 7 Frauen;
330;2016;Bezirksliga 8 Frauen;
453;2016;Bezirksliga 4 Frauen;
59455;2016;Bezirksliga 9 Frauen;
454;2016;Bezirksliga 10 Frauen;
451;2016;Bezirksliga 11 Frauen;
487;2016;Bezirksliga 12 Frauen;
463;2016;Bezirksliga 13 Frauen;
468;2016;Bezirksliga 14 Frauen;
375;2016;Bezirksliga 15 Frauen;
384;2016;Bezirksliga 16 Frauen;
419;2016;Bezirksklasse 1 Frauen;
387;2016;Bezirksklasse 2 Frauen;
415;2016;Bezirksklasse 3 Frauen;
417;2016;Bezirksklasse 4 Frauen;
420;2016;Bezirksklasse 6 Frauen;
480;2016;Bezirksklasse 8 Frauen;
397;2016;Bezirksklasse 10 Frauen;
403;2016;Bezirksklasse 11 Frauen;
406;2016;Bezirksklasse 13 Frauen;
407;2016;Bezirksklasse 14 Frauen;
416;2016;Bezirksklasse 16 Frauen;
481;2016;Bezirksklasse 17 Frauen;
60217;2016;Bezirksklasse 18 Frauen;
482;2016;Bezirksklasse 19 Frauen;
489;2016;Bezirksklasse 20 Frauen;
441;2016;Bezirksklasse 21 Frauen;
467;2016;Bezirksklasse 22 Frauen;
491;2016;Bezirksklasse 23 Frauen;
492;2016;Bezirksklasse 24 Frauen;
442;2016;Bezirksklasse 25 Frauen;
443;2016;Bezirksklasse 26 Frauen;
466;2016;Bezirksklasse 27 Frauen;
469;2016;Bezirksklasse 28 Frauen;
385;2016;Bezirksklasse 29 Frauen;
386;2016;Bezirksklasse 30 Frauen;
433;2016;Bezirksklasse 31 Frauen;
434;2016;Bezirksklasse 32 Frauen;
423;2016;Kreisliga Aachen-Düren-Euskirchen Frauen;
493;2016;Kreisliga Bochum-Ennepe-Herne Frauen;
473;2016;Kreisliga Borken Ost Frauen;
472;2016;Kreisliga Borken West Frauen;
475;2016;Kreisliga Coesfeld Frauen;
494;2016;Kreisliga Dortmund/Unna Frauen;
59924;2016;Kreisliga Düsseldorf Frauen;
427;2016;Kreisliga Essen/Wesel Frauen;
437;2016;Kreisliga Gütersloh-Bielefeld Frauen;
495;2016;Kreisliga Hochsauerlandkreis/Soest Frauen;
422;2016;Kreisliga Kleve Frauen;
424;2016;Kreisliga Köln/Rhein-Erft Frauen;
428;2016;Kreisliga Krefeld-Viersen/Wesel/Kleve Frauen;
425;2016;Kreisliga Leverkusen/Köln/Oberberg Frauen;
435;2016;Kreisliga Lippe Frauen;
497;2016;Kreisliga Märkischer Kreis/Unna Frauen;
438;2016;Kreisliga Minden-Ravensberg Frauen;
59541;2016;Kreisliga Münster Frauen;
429;2016;Kreisliga Neuss-Grevenbroich/Mönchengladbach/Heinsberg Frauen;
436;2016;Kreisliga Paderborn/Höxter Frauen;
426;2016;Kreisliga Rhein-Sieg/Bonn Frauen;
60718;2016;Kreisliga Siegen-Olpe Frauen;
471;2016;Kreisliga Steinfurt Frauen;
444;2016;Kreisliga Vest Frauen A;
474;2016;Kreisliga Warendorf Frauen;
430;2016;Kreisliga Wupper-Mettmann Frauen;
450;2016;Kreisliga Vest Frauen B;
505;2016;Kreisklasse Bochum-Ennepe-Herne Frauen;
507;2016;Kreisklasse Unna Frauen;
336;2016;NRW-Liga WU20;
57717;2016;Oberliga 1 U14;
57718;2016;Oberliga 2 U14;
57719;2016;Oberliga 3 U14;
57722;2016;Oberliga 4 U14;
57721;2016;Oberliga 5 U14;
57723;2016;Oberliga 6 U14;
57724;2016;Oberliga 7 U14;
57801;2016;Oberliga 8 U14;
57294;2016;Oberliga 1 WU20;
57295;2016;Oberliga 2 WU20;
57296;2016;Oberliga 3 WU20;
57297;2016;Oberliga 4 WU20;
57298;2016;Oberliga 5 WU20;
61359;2016;Bezirksliga 21 U14;
61248;2016;Bezirksliga 1 U14;
61249;2016;Bezirksliga 2 U14;
61173;2016;Bezirksliga 3 U14;
59803;2016;Bezirksliga 4 U14;
60309;2016;Bezirksliga 5 U14;
59813;2016;Bezirksliga 6 U14;
59814;2016;Bezirksliga 7 U14;
59141;2016;Bezirksliga 8 U14;
58699;2016;Bezirksliga 9 U14;
58700;2016;Bezirksliga 10 U14;
59142;2016;Bezirksliga 11 U14;
59143;2016;Bezirksliga 12 U14;
59144;2016;Bezirksliga 13 U14;
59145;2016;Bezirksliga 14 U14;
61035;2016;Bezirksliga 15 U14;
61027;2016;Bezirksliga 16 U14;
61473;2016;Bezirksliga 17 U14;
61129;2016;Bezirksliga 18 U14;
61161;2016;Bezirksliga 19 U14;
60674;2016;Bezirksliga 20 U14;
60672;2016;Bezirksliga 22 U14;
61172;2016;Bezirksliga 23 U14;
60886;2016;Bezirksliga 1 WU20;
61178;2016;Bezirksliga 2 WU20;
60918;2016;Bezirksliga 3 WU20;
60914;2016;Bezirksliga 4 WU20;
59815;2016;Bezirksliga 5 WU20;
60302;2016;Bezirksliga 6 WU20;
59801;2016;Bezirksliga 7 WU20;
59789;2016;Bezirksliga 8 WU20;
58624;2016;Bezirksliga 9 WU20;
59130;2016;Bezirksliga 10 WU20;
59131;2016;Bezirksliga 11 WU20;
61164;2016;Bezirksliga 12 WU20;
61179;2016;Bezirksliga 13 WU20;
60310;2016;Bezirksliga 14 WU20;
59549;2016;Bezirksliga 15 WU20;
57290;2016;NRW-Liga WU18;
57299;2016;Oberliga 1 WU18;
57300;2016;Oberliga 2 WU18;
57301;2016;Oberliga 3 WU18;
57303;2016;Oberliga 4 WU18;
57304;2016;Oberliga 5 WU18;
57305;2016;Oberliga 6 WU18;
57306;2016;Oberliga 7 WU18;
61190;2016;Bezirksliga 1 WU18;
61238;2016;Bezirksliga 2 WU18;
60915;2016;Bezirksliga 3 WU18;
59793;2016;Bezirksliga 4 WU18;
59791;2016;Bezirksliga 5 WU18;
60519;2016;Bezirksliga 6 WU18;
59790;2016;Bezirksliga 7 WU18;
59788;2016;Bezirksliga 8 WU18;
59139;2016;Bezirksliga 9 WU18;
58635;2016;Bezirksliga 10 WU18;
59132;2016;Bezirksliga 11 WU18;
59137;2016;Bezirksliga 12 WU18;
59133;2016;Bezirksliga 13 WU18;
61066;2016;Bezirksliga 14 WU18;
61050;2016;Bezirksliga 15 WU18;
61023;2016;Bezirksliga 16 WU18;
59757;2016;Bezirksliga 17 WU18;
60626;2016;Bezirksliga 18 WU18;
59926;2016;Bezirksliga 19 WU18;
60064;2016;Bezirksliga 20 WU18;
61182;2016;Bezirksliga 21 WU18;
57287;2016;NRW-Liga WU16;
57307;2016;Oberliga 1 WU16;
57308;2016;Oberliga 2 WU16;
57309;2016;Oberliga 3 WU16;
57310;2016;Oberliga 4 WU16;
61483;2016;Oberliga 5 WU16;
57312;2016;Oberliga 6 WU16;
60922;2016;Bezirksliga 1 WU16;
61188;2016;Bezirksliga 2 WU16;
60923;2016;Bezirksliga 3 WU16;
61189;2016;Bezirksliga 4 WU16;
59796;2016;Bezirksliga 5 WU16;
59972;2016;Bezirksliga 6 WU16;
60521;2016;Bezirksliga 7 WU16;
59792;2016;Bezirksliga 8 WU16;
59140;2016;Bezirksliga 9 WU16;
58636;2016;Bezirksliga 10 WU16;
59138;2016;Bezirksliga 11 WU16;
59134;2016;Bezirksliga 12 WU16;
59135;2016;Bezirksliga 13 WU16;
61007;2016;Bezirksliga 14 WU16;
61438;2016;Bezirksliga 15 WU16;
61250;2016;Bezirksliga 16 WU16;
60506;2016;Bezirksliga 17 WU16;
61930;2016;Bezirksliga 18 WU16;
61353;2016;Bezirksliga 19 WU16;
60369;2016;Bezirksliga 20 WU16;
57840;2016;Oberliga 1 U13;
57860;2016;Oberliga 2 U13;
57861;2016;Oberliga 3 U13;
57862;2016;Oberliga 4 U13;
57863;2016;Oberliga 5 U13;
57864;2016;Oberliga 6 U13;
57865;2016;Oberliga 7 U13;
57866;2016;Oberliga 8 U13;
57867;2016;Oberliga 9 U13;
7868;2016;Oberliga 10 U13;
